X,Y
2,16.19320388
3,16.19320388
4,16.19320388
5,16.19320388
6,16.195631065
7,16.195631065
8,16.195631064999997
9,16.19805825
10,16.20291262
11,16.20291262
12,16.20291262
13,16.20776699
14,16.20776699
15,16.20776699
16,16.20776699
17,16.20776699
18,16.20776699
19,16.20776699
20,16.20776699
21,16.20776699
22,16.20776699
23,16.20776699
24,16.20776699
25,16.20776699
26,16.212621360000004
27,16.21262136
28,16.212621359999996
29,16.21747573
30,16.21747573
31,16.21747573
32,16.21747573
33,16.21747573
34,16.21747573
35,16.21747573
36,16.21747573
37,16.21747573
38,16.21747573
39,16.21747573
40,16.21747573
41,16.21747573
42,16.21747573
43,16.21747573
44,16.21747573
45,16.21747573
46,16.21747573
47,16.21747573
48,16.21747573
49,16.21747573
50,16.21262136
51,16.21262136
52,16.20776699
53,16.20291262
54,16.200485435
55,16.195631064999997
56,16.190776698333334
57,16.188349514
58,16.188349514
59,16.178640778
60,16.178640778
61,16.173786408571427
62,16.16893204
63,16.16893204
64,16.16407767
65,16.161650485000003
66,16.1592233
67,16.1592233
68,16.156796115
69,16.15436893
70,16.15436893
71,16.15436893
72,16.149514562
73,16.149514562
74,16.149514562
75,16.144660193333333
76,16.144660193333333
77,16.144660193333333
78,16.144660193333333
79,16.144660193333333
80,16.144660193333333
81,16.144660193333333
82,16.144660193333333
83,16.144660193333333
84,16.144660193333333
85,16.144660193333333
86,16.144660193333333
87,16.144660193333333
88,16.144660193333333
89,16.144660193333333
90,16.144660193333333
91,16.144660193333333
92,16.144660193333333
93,16.144660193333333
94,16.144660193333333
95,16.144660193333333
96,16.144660193333333
97,16.144660193333333
98,16.144660193333333
99,16.144660193333333
100,16.144660193333333
101,16.144660193333333
102,16.144660193333333
103,16.1470873775
104,16.149514562
105,16.149514562
106,16.151941745000002
107,16.15436893
108,16.15436893
109,16.15436893
110,16.15436893
111,16.15436893
112,16.15436893
113,16.15436893
114,16.15436893
115,16.15436893
116,16.15436893
117,16.15436893
118,16.15436893
119,16.15436893
120,16.15436893
121,16.15436893
122,16.15436893
123,16.15436893
124,16.15436893
125,16.15436893
126,16.15436893
127,16.15436893
128,16.15436893
129,16.15436893
130,16.15436893
131,16.15436893
132,16.15436893
133,16.15436893
134,16.15436893
135,16.1592233
136,16.1592233
137,16.1592233
138,16.16407767
139,16.16407767
140,16.16407767
141,16.16407767
142,16.16407767
143,16.16407767
144,16.16407767
145,16.16407767
146,16.16407767
147,16.16407767
148,16.16407767
149,16.16407767
150,16.16407767
151,16.16407767
152,16.16407767
153,16.16407767
154,16.16407767
155,16.16407767
156,16.16407767
157,16.16407767
158,16.16407767
159,16.16407767
160,16.16407767
161,16.16407767
162,16.16407767
163,16.16407767
164,16.16407767
165,16.16407767
166,16.16407767
167,16.16407767
168,16.16407767
169,16.16407767
170,16.16407767
171,16.16407767
172,16.16407767
173,16.16407767
174,16.16407767
175,16.16407767
176,16.16407767
177,16.16407767
178,16.16407767
179,16.16407767
180,16.16407767
181,16.16407767
182,16.16407767
