X,Y
0,20.21454545375
1,20.21454545375
2,20.227012986666665
3,20.23116883
4,20.233246752857145
5,20.237402598
6,20.243636363333334
7,20.247792208333333
8,20.247792208333333
9,20.254025974
10,20.256103895000003
11,20.256103895000003
12,20.264415583333335
13,20.264415583333335
14,20.264415583333335
15,20.27064935
16,20.2727272725
17,20.2727272725
18,20.2727272725
19,20.274805193333332
20,20.278961038
21,20.278961038
22,20.278961038
23,20.28311688333333
24,20.283116883333335
25,20.283116883333335
26,20.283116883333335
27,20.283116883333335
28,20.283116883333335
29,20.283116883333335
30,20.28311688333333
31,20.283116883333335
32,20.283116883333335
33,20.283116883333335
34,20.283116883333335
35,20.283116883333335
36,20.283116883333335
37,20.283116883333335
38,20.28311688333333
39,20.281038959999997
40,20.278961038
41,20.278961038
42,20.276883115
43,20.2727272725
44,20.2727272725
45,20.2727272725
46,20.2685714275
47,20.2685714275
48,20.2685714275
49,20.266493506666666
50,20.262337662
51,20.262337662
52,20.262337662
53,20.258181816666667
54,20.256103895000003
55,20.256103895000003
56,20.256103895000003
57,20.254025973333334
58,20.2519480525
59,20.249870129999998
60,20.247792208333333
61,20.245714286
62,20.243636365
63,20.23948052
64,20.23948052
65,20.23948052
66,20.237402596666666
67,20.237402596666666
68,20.235324675
69,20.235324675
70,20.235324675
71,20.233246753333333
72,20.233246753333333
73,20.233246753333333
74,20.229090908
75,20.229090908
76,20.227012986666665
77,20.222857142499997
78,20.2228571425
79,20.22077922
80,20.22077922
81,20.22077922
82,20.2187012975
83,20.2187012975
84,20.2187012975
85,20.216623376666664
86,20.216623376666664
87,20.212467531999998
88,20.212467531999998
89,20.212467531999998
90,20.208311686666665
91,20.208311686666665
92,20.208311686666665
93,20.208311686666665
94,20.208311686666665
95,20.208311686666665
96,20.208311686666665
97,20.208311686666665
98,20.208311686666665
99,20.208311686666665
100,20.208311686666665
101,20.208311686666665
102,20.208311686666665
103,20.208311686666665
104,20.208311686666665
105,20.208311686666665
106,20.208311686666665
107,20.208311686666665
108,20.208311686666665
109,20.208311686666665
110,20.208311686666665
111,20.208311686666665
112,20.208311686666665
113,20.208311686666665
114,20.208311686666665
115,20.208311686666665
116,20.208311686666665
117,20.208311686666665
118,20.208311686666665
119,20.212467531999998
120,20.212467531999998
121,20.212467531999998
122,20.216623376666664
123,20.216623376666668
124,20.2187012975
125,20.2187012975
126,20.22077922
127,20.2228571425
128,20.227012986666665
129,20.229090907999996
130,20.229090908
131,20.235324675
132,20.237402598
133,20.237402598
134,20.243636363333334
135,20.245714286000002
136,20.247792208333333
137,20.2519480525
138,20.254025974
139,20.256103895000003
140,20.256103895000003
141,20.258181816666667
142,20.262337662
143,20.264415583333335
144,20.264415583333335
145,20.2685714275
146,20.27064935
147,20.2727272725
148,20.2727272725
149,20.2727272725
150,20.274805193333332
151,20.274805193333332
152,20.278961038
153,20.278961038
154,20.278961038
155,20.283116883333335
156,20.28311688333333
157,20.28311688333333
158,20.28311688333333
159,20.283116883333335
160,20.283116883333335
161,20.283116883333335
162,20.283116883333335
163,20.28311688333333
164,20.283116883333335
165,20.28311688333333
166,20.278961038
167,20.278961038
168,20.278961038
169,20.274805193333332
170,20.274805193333332
171,20.2727272725
172,20.27064935
173,20.27064935
174,20.2685714275
175,20.266493506666666
176,20.262337662
177,20.262337662
178,20.262337662
179,20.258181816666667
180,20.258181816666667
181,20.256103895000003
182,20.256103895000003
183,20.256103895000003
184,20.254025973333338
185,20.254025973333338
186,20.254025973333338
187,20.2519480525
188,20.2519480525
189,20.2519480525
190,20.24987013
191,20.2477922075
192,20.245714286000002
193,20.245714286
194,20.243636364999997
195,20.241558443333332
196,20.241558443333332
197,20.241558443333332
198,20.241558443333332
199,20.241558443333332
200,20.241558443333332
201,20.241558443333332
202,20.241558443333332
203,20.241558443333332
204,20.241558443333332
205,20.241558443333332
206,20.241558443333332
207,20.23948052
208,20.23948052
209,20.23948052
210,20.237402596666666
211,20.237402596666666
212,20.237402596666666
213,20.237402596666666
214,20.237402596666666
215,20.237402596666666
216,20.237402596666666
217,20.237402596666666
218,20.237402596666666
219,20.237402596666666
220,20.237402596666666
221,20.237402596666666
222,20.237402596666666
223,20.237402596666666
224,20.237402596666666
225,20.237402596666666
226,20.237402596666666
227,20.237402596666666
228,20.237402596666666
229,20.237402596666666
230,20.237402596666666
231,20.237402596666666
232,20.237402596666666
233,20.237402596666666
234,20.237402596666666
235,20.237402596666666
236,20.237402596666666
237,20.237402596666666
238,20.237402596666666
239,20.237402596666666
240,20.237402596666666
241,20.237402596666666
242,20.237402596666666
243,20.237402596666666
244,20.237402596666666
245,20.237402596666666
246,20.237402596666666
247,20.237402596666666
248,20.237402596666666
249,20.237402596666666
250,20.237402596666666
251,20.237402596666666
252,20.237402596666666
253,20.237402596666666
254,20.237402596666666
255,20.237402596666666
256,20.237402596666666
257,20.237402596666666
258,20.237402596666666
259,20.237402596666666
260,20.237402596666666
261,20.237402596666666
262,20.237402596666666
263,20.237402596666666
264,20.237402596666666
265,20.237402596666666
266,20.237402596666666
267,20.237402596666666
268,20.237402596666666
269,20.237402596666666
270,20.237402596666666
271,20.237402596666666
272,20.237402596666666
273,20.237402596666666
274,20.237402596666666
275,20.237402596666666
276,20.237402596666666
277,20.237402596666666
278,20.237402596666666
279,20.237402596666666
280,20.237402596666666
281,20.237402596666666
282,20.237402596666666
283,20.235324674999998
284,20.235324675
285,20.235324675
286,20.233246753333333
287,20.233246753333333
288,20.233246753333333
289,20.233246753333333
290,20.233246753333333
291,20.233246753333333
292,20.233246753333333
293,20.233246753333333
294,20.233246753333333
295,20.233246753333333
296,20.233246753333333
297,20.233246753333333
298,20.233246753333333
299,20.233246753333333
300,20.233246753333333
301,20.233246753333333
302,20.233246753333333
303,20.233246753333333
304,20.233246753333333
305,20.233246753333333
306,20.233246753333333
307,20.233246753333333
308,20.233246753333333
309,20.233246753333333
310,20.233246753333333
311,20.233246753333333
312,20.233246753333333
313,20.233246753333333
314,20.233246753333333
315,20.233246753333333
316,20.233246753333333
317,20.233246753333333
318,20.233246753333333
319,20.233246753333333
320,20.233246753333333
321,20.233246753333333
322,20.233246753333333
323,20.233246753333333
324,20.233246753333333
325,20.233246753333333
326,20.233246753333333
327,20.233246753333333
328,20.233246753333333
329,20.233246753333333
