X,Y
0,18.33940886666667
1,18.339408866666666
2,18.33940886666667
3,18.33940886666667
4,18.340640395
5,18.340640395
6,18.340640395
7,18.341871923333333
8,18.341871923333333
9,18.341871923333333
10,18.34310345
11,18.34310345
12,18.34310345
13,18.34433497666667
14,18.34433497666667
15,18.34679803
16,18.346798030000002
17,18.346798030000002
18,18.35049261
19,18.350492610000003
20,18.350492610000003
21,18.35172413666667
22,18.351724136666668
23,18.351724136666668
24,18.35172413666667
25,18.351724136666668
26,18.35172413666667
27,18.35172413666667
28,18.35172413666667
29,18.35172413666667
30,18.351724136666668
31,18.351724136666668
32,18.352955665000003
33,18.352955665000003
34,18.352955665000003
35,18.354187193333335
36,18.354187193333335
37,18.354187193333335
38,18.354187193333335
39,18.354187193333335
40,18.354187193333335
41,18.354187193333335
42,18.354187193333335
43,18.356650246
44,18.356650246
45,18.356650246
46,18.3591133
47,18.3591133
48,18.3591133
49,18.3591133
50,18.3591133
51,18.3591133
52,18.3591133
53,18.3591133
54,18.3591133
55,18.3591133
56,18.3578817725
57,18.356650246
58,18.356650246
59,18.354187192000005
60,18.352955665000003
61,18.351724138
62,18.350492610000003
63,18.350492610000003
64,18.3480295575
65,18.34679803
66,18.346798030000002
67,18.345566502500002
68,18.344334976666666
69,18.34433497666667
70,18.34310345
71,18.34310345
72,18.34310345
73,18.341871923333333
74,18.341871923333333
75,18.340640395
76,18.340640395
77,18.340640395
78,18.336945812000003
79,18.336945812000003
80,18.336945812000003
81,18.334482756666667
82,18.33448275666667
83,18.33448275666667
84,18.33448275666667
85,18.33448275666667
86,18.333251230000002
87,18.333251230000002
88,18.333251230000002
89,18.332019703333334
90,18.332019703333334
91,18.332019703333334
92,18.332019703333334
93,18.332019703333334
94,18.332019703333334
95,18.332019703333334
96,18.332019703333334
97,18.332019703333334
98,18.332019703333334
99,18.332019703333334
100,18.332019703333334
101,18.332019703333334
102,18.332019703333334
103,18.332019703333334
104,18.332019703333334
105,18.332019703333334
106,18.332019703333334
107,18.332019703333334
108,18.332019703333334
109,18.332019703333334
110,18.332019703333334
111,18.332019703333334
112,18.332019703333334
113,18.332019703333334
114,18.332019703333334
115,18.332019703333334
116,18.332019703333334
117,18.332019703333334
118,18.332019703333334
119,18.332019703333334
120,18.333251230000002
121,18.334482758
122,18.335714285
123,18.33817734
124,18.339408868
125,18.340640395
126,18.34310345
127,18.34310345
128,18.345566503333334
129,18.346798030000002
130,18.346798030000002
131,18.35049261
132,18.350492610000003
133,18.350492610000003
134,18.35172413666667
135,18.351724136666668
136,18.351724136666668
137,18.351724136666668
138,18.35172413666667
139,18.351724136666668
140,18.35172413666667
141,18.351724136666668
142,18.35172413666667
143,18.351724136666668
144,18.35172413666667
145,18.351724136666668
146,18.35172413666667
147,18.351724136666668
148,18.35172413666667
149,18.35172413666667
150,18.35172413666667
151,18.35172413666667
152,18.35172413666667
153,18.351724136666668
154,18.35172413666667
155,18.35049261
156,18.350492610000003
157,18.35049261
158,18.349261083333335
159,18.349261083333335
160,18.349261083333335
161,18.349261083333335
162,18.349261083333335
163,18.348029557500002
164,18.34679803
165,18.34679803
166,18.3455665025
167,18.344334976666666
168,18.34433497666667
169,18.34433497666667
170,18.34310345
171,18.34310345
172,18.34310345
173,18.341871923333333
174,18.340640395
175,18.340640395
176,18.339408868
177,18.336945812000003
178,18.336945812000003
179,18.335714285
180,18.33448275666667
181,18.33448275666667
182,18.33448275666667
183,18.333251230000002
184,18.333251230000002
185,18.333251230000002
186,18.332019703333334
187,18.3307881775
188,18.3307881775
189,18.3307881775
190,18.32955665
191,18.32955665
192,18.3283251225
193,18.327093596
194,18.327093596
195,18.32586207
196,18.323399015
197,18.323399015
198,18.323399015
199,18.322167486666668
200,18.322167486666668
201,18.322167486666668
202,18.322167486666668
203,18.32093596
204,18.32093596
205,18.32093596
206,18.31970443333333
207,18.31970443333333
208,18.31970443333333
209,18.31970443333333
210,18.31970443333333
211,18.31970443333333
212,18.31970443333333
213,18.31970443333333
214,18.31970443333333
215,18.31970443333333
216,18.31970443333333
217,18.31970443333333
218,18.31970443333333
219,18.31970443333333
220,18.31970443333333
221,18.31970443333333
222,18.31970443333333
223,18.31970443333333
224,18.31970443333333
225,18.31970443333333
226,18.31970443333333
227,18.32093596
228,18.32093596
229,18.322167487999998
230,18.323399015
231,18.323399015
232,18.32463054333333
233,18.32463054333333
234,18.327093596
235,18.327093596
236,18.327093596
237,18.32955665
238,18.32955665
239,18.3307881775
240,18.3307881775
241,18.3307881775
242,18.333251230000002
